date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
14763,0.433742,1,0.574468,0.072775,0.518298,0.003467,0.422915,0.414912,UP
27883,0.47343,1,0.914894,0.029572,0.326688,0.001971,0.227602,0.748684,DOWN
29137,0.867041,7,0.021277,0.027321,0.243975,0.001809,0.207923,0.784649,DOWN
22956,0.456617,4,0.255319,0.030203,0.449122,0.001728,0.384775,0.717105,DOWN
15366,0.434317,7,0.12766,0.040351,0.062481,0.003467,0.422915,0.414912,DOWN
44485,0.911951,4,0.787234,0.044104,0.486462,0.002943,0.425945,0.483772,DOWN
21177,0.451927,2,0.191489,0.032695,0.229991,0.001469,0.249612,0.853509,DOWN
44693,0.912172,2,0.106383,0.029693,0.126748,0.001959,0.251942,0.579825,DOWN
21297,0.452015,4,0.702128,0.041672,0.673014,0.002838,0.608752,0.378947,DOWN
40160,0.898766,5,0.680851,0.062057,0.525736,0.004019,0.557224,0.657895,DOWN
12827,0.425733,3,0.234043,0.076498,0.337251,0.003467,0.422915,0.414912,UP
39916,0.898544,7,0.595745,0.090038,0.442874,0.005353,0.352149,0.832456,UP
36652,0.889385,2,0.595745,0.03882,0.386343,0.002009,0.301139,0.703509,UP
9260,0.026901,5,0.93617,0.108502,0.439453,0.003467,0.422915,0.414912,UP
6505,0.018229,4,0.531915,0.046866,0.504314,0.003467,0.422915,0.414912,DOWN
41770,0.903323,4,0.212766,0.037769,0.191758,0.002459,0.240031,0.761404,DOWN
1058,0.000973,3,0.042553,0.043983,0.448378,0.003467,0.422915,0.414912,DOWN
13673,0.429539,6,0.87234,0.073226,0.342904,0.003467,0.422915,0.414912,UP
34518,0.881288,7,0.12766,0.029212,0.156204,0.001911,0.240808,0.623684,DOWN
5161,0.013937,4,0.531915,0.107001,0.617525,0.003467,0.422915,0.414912,UP
6450,0.018185,3,0.382979,0.054912,0.50848,0.003467,0.422915,0.414912,DOWN
5488,0.014247,4,0.340426,0.040591,0.548349,0.003467,0.422915,0.414912,DOWN
24499,0.461086,1,0.404255,0.030023,0.353169,0.002048,0.187209,0.514912,UP
34092,0.88089,5,0.255319,0.029422,0.294704,0.001523,0.330658,0.742544,DOWN
13574,0.42945,4,0.808511,0.067041,0.493306,0.003467,0.422915,0.414912,DOWN
37900,0.893633,7,0.595745,0.073526,0.482297,0.004404,0.375971,0.657456,DOWN
39854,0.8985,6,0.297872,0.056143,0.551026,0.003714,0.527188,0.497368,DOWN
16842,0.438697,2,0.893617,0.0532,0.386195,0.003467,0.422915,0.414912,DOWN
34852,0.884695,7,0.085106,0.029002,0.261083,0.001863,0.399275,0.651754,DOWN
6244,0.018008,6,0.085106,0.076318,0.319548,0.003467,0.422915,0.414912,DOWN
4988,0.01376,7,0.93617,0.045785,0.426807,0.003467,0.422915,0.414912,DOWN
26905,0.469448,2,0.531915,0.050859,0.503273,0.003409,0.494562,0.429386,UP
33792,0.880625,6,0.0,0.050348,0.381732,0.00323,0.332988,0.767544,UP
26915,0.469448,2,0.744681,0.029813,0.440643,0.002011,0.413516,0.499123,DOWN
29461,0.867307,6,0.787234,0.028041,0.361946,0.001884,0.349819,0.629825,DOWN
14003,0.429848,6,0.744681,0.101447,0.493008,0.003467,0.422915,0.414912,UP
2517,0.005354,5,0.446809,0.064519,0.614549,0.003467,0.422915,0.414912,DOWN
13153,0.429096,3,0.021277,0.056593,0.285332,0.003467,0.422915,0.414912,DOWN
31976,0.87589,3,0.170213,0.031284,0.200684,0.001581,0.281978,0.857018,DOWN
36739,0.889474,4,0.404255,0.034406,0.620649,0.002397,0.695495,0.209649,DOWN
33635,0.880448,2,0.744681,0.03924,0.589705,0.002723,0.53392,0.298246,UP
20946,0.451706,4,0.382979,0.037559,0.733859,0.002466,0.722165,0.471491,DOWN
23479,0.460157,1,0.148936,0.021166,0.114698,0.001417,0.168307,0.682895,DOWN
24930,0.464581,3,0.382979,0.127807,0.562779,0.008573,0.519938,0.554386,UP
31889,0.875802,1,0.361702,0.031614,0.34454,0.001911,0.210772,0.862719,UP
23425,0.460112,7,0.021277,0.030353,0.478578,0.002032,0.402123,0.483772,UP
9288,0.026946,6,0.510638,0.076708,0.356144,0.003467,0.422915,0.414912,DOWN
18134,0.442945,1,0.808511,0.058935,0.503719,0.004082,0.386587,0.410965,UP
34931,0.875979,1,0.744681,0.053921,0.54091,0.00355,0.417918,0.632018,UP
35343,0.885138,3,0.319149,0.034466,0.578251,0.002383,0.568617,0.300877,DOWN
42371,0.906951,2,0.744681,0.085715,0.368492,0.006032,0.621958,0.209649,UP
36591,0.889341,1,0.319149,0.024228,0.249033,0.001456,0.183066,0.785088,DOWN
40413,0.898987,3,0.957447,0.068632,0.568283,0.004456,0.456499,0.644737,DOWN
35282,0.885094,2,0.042553,0.040921,0.306605,0.002709,0.357069,0.518421,DOWN
12287,0.425202,5,1.0,0.062748,0.371467,0.003467,0.422915,0.414912,DOWN
3723,0.009557,2,0.574468,0.041492,0.528563,0.003467,0.422915,0.414912,DOWN
4636,0.013451,7,0.595745,0.051249,0.289051,0.003467,0.422915,0.414912,DOWN
21525,0.452237,2,0.446809,0.033656,0.633889,0.002262,0.585448,0.48114,DOWN
39322,0.898013,2,0.212766,0.029482,0.27105,0.001919,0.297773,0.679386,DOWN
39536,0.89819,6,0.680851,0.100216,0.778191,0.006323,0.587778,0.752193,DOWN
4970,0.01376,7,0.553191,0.041431,0.328176,0.003467,0.422915,0.414912,DOWN
10535,0.031193,4,0.489362,0.10559,0.49762,0.003467,0.422915,0.414912,UP
7421,0.022167,2,0.617021,0.057644,0.418477,0.003467,0.422915,0.414912,DOWN
35116,0.893677,5,0.595745,0.029092,0.477239,0.002056,0.608493,0.237719,DOWN
25591,0.465201,3,0.148936,0.028221,0.171675,0.001936,0.241585,0.37807,DOWN
29778,0.867616,6,0.382979,0.028942,0.56992,0.001878,0.521233,0.651316,DOWN
96,8.8e-05,4,0.0,0.054642,0.44823,0.003467,0.422915,0.414912,UP
14063,0.429892,7,1.0,0.049838,0.271943,0.003467,0.422915,0.414912,DOWN
39205,0.894828,6,0.787234,0.098325,0.846474,0.006483,0.697825,0.509211,UP
4217,0.013053,5,0.87234,0.041582,0.546266,0.003467,0.422915,0.414912,DOWN
27508,0.470023,1,0.085106,0.025429,0.123773,0.001718,0.210513,0.512719,DOWN
21192,0.451927,2,0.510638,0.033626,0.62169,0.002206,0.602279,0.590351,DOWN
39418,0.898102,4,0.212766,0.041251,0.277447,0.002665,0.329363,0.728509,DOWN
4254,0.013097,6,0.638298,0.041401,0.311068,0.003467,0.422915,0.414912,DOWN
876,0.000796,6,0.255319,0.081122,0.193246,0.003467,0.422915,0.414912,DOWN
7622,0.022344,6,0.808511,0.070824,0.38798,0.003467,0.422915,0.414912,UP
508,0.000442,5,0.595745,0.045214,0.469057,0.003467,0.422915,0.414912,DOWN
2765,0.008672,3,0.617021,0.075417,0.507141,0.003467,0.422915,0.414912,UP
35815,0.88558,6,0.148936,0.059956,0.2169,0.003916,0.350854,0.624123,DOWN
15313,0.434273,6,0.021277,0.045334,0.286819,0.003467,0.422915,0.414912,DOWN
17412,0.442326,7,0.765957,0.081422,0.477983,0.003467,0.422915,0.414912,UP
3206,0.00907,5,0.808511,0.044554,0.743529,0.003467,0.422915,0.414912,DOWN
29611,0.867439,2,0.914894,0.025069,0.420708,0.00162,0.36898,0.788158,DOWN
25555,0.465156,2,0.404255,0.067101,0.519339,0.004653,0.54376,0.143421,UP
39214,0.894828,6,0.978723,0.070794,0.664088,0.004852,0.548679,0.504386,DOWN
25944,0.46551,3,0.510638,0.056353,0.513835,0.003878,0.495339,0.31886,UP
44161,0.911685,5,0.021277,0.045425,0.335168,0.003087,0.377525,0.427632,DOWN
44518,0.911995,5,0.468085,0.060766,0.516662,0.004113,0.533143,0.357895,UP
18505,0.443299,2,0.531915,0.044644,0.515323,0.00306,0.571466,0.404825,DOWN
14453,0.433476,2,0.106383,0.043053,0.153377,0.003467,0.422915,0.414912,DOWN
6163,0.01792,4,0.404255,0.081002,0.553407,0.003467,0.422915,0.414912,UP
40438,0.899031,4,0.468085,0.088417,0.58435,0.005866,0.617815,0.383772,UP
13651,0.429539,6,0.404255,0.080401,0.447486,0.003467,0.422915,0.414912,UP
35858,0.885625,7,0.042553,0.163774,0.455222,0.009343,0.462455,0.596053,UP
3588,0.009424,6,0.765957,0.041912,0.661262,0.003467,0.422915,0.414912,DOWN
4221,0.013053,5,0.957447,0.041732,0.519339,0.003467,0.422915,0.414912,DOWN
12609,0.425512,5,0.702128,0.060376,0.456263,0.003467,0.422915,0.414912,DOWN
11822,0.424804,3,0.297872,0.056923,0.328771,0.003467,0.422915,0.414912,DOWN
30749,0.871554,5,0.617021,0.051399,0.719875,0.003442,0.751165,0.150877,UP
7669,0.022388,7,0.787234,0.074517,0.395716,0.003467,0.422915,0.414912,UP
13550,0.42945,4,0.297872,0.080881,0.51681,0.003467,0.422915,0.414912,UP
4830,0.013628,4,0.638298,0.043503,0.46266,0.003467,0.422915,0.414912,DOWN
12395,0.425335,1,0.234043,0.072715,0.295299,0.003467,0.422915,0.414912,DOWN
8880,0.026592,5,0.0,0.098775,0.400179,0.003467,0.422915,0.414912,UP
39022,0.894651,2,0.978723,0.069473,0.594615,0.004609,0.519679,0.498246,DOWN
27097,0.469625,6,0.531915,0.053441,0.515323,0.003612,0.540135,0.279386,UP
7122,0.021902,3,0.382979,0.074517,0.518001,0.003467,0.422915,0.414912,UP
4488,0.013318,4,0.510638,0.081002,0.580482,0.003467,0.422915,0.414912,UP
28412,0.473917,5,0.93617,0.028041,0.454032,0.001824,0.272916,0.827632,DOWN
15579,0.434494,4,0.574468,0.059715,0.530051,0.003467,0.422915,0.414912,UP
43517,0.908013,5,0.617021,0.088447,0.467272,0.005978,0.527965,0.414474,UP
41134,0.902703,4,0.978723,0.089288,0.488545,0.005914,0.522009,0.492105,UP
32195,0.876067,7,0.744681,0.028822,0.32044,0.000893,0.271362,0.812719,UP
14591,0.433565,4,1.0,0.049838,0.371616,0.003467,0.422915,0.414912,DOWN
2172,0.005044,5,0.255319,0.086075,0.380988,0.003467,0.422915,0.414912,UP
2998,0.008893,1,0.468085,0.041882,0.643261,0.003467,0.422915,0.414912,DOWN
21998,0.455732,5,0.297872,0.036268,0.57111,0.002273,0.493268,0.624123,DOWN
28203,0.47374,1,0.574468,0.029933,0.34945,0.001685,0.249353,0.746491,DOWN
18074,0.442901,7,0.553191,0.053381,0.400179,0.003619,0.307613,0.497807,DOWN
29750,0.867572,5,0.808511,0.028522,0.493752,0.00085,0.337131,0.803509,DOWN
33614,0.880448,2,0.297872,0.035427,0.415055,0.002385,0.404713,0.354386,UP
18353,0.443166,6,0.361702,0.053891,0.561886,0.003552,0.559037,0.405702,UP
35697,0.885448,3,0.702128,0.034586,0.57111,0.002339,0.56318,0.469737,DOWN
28827,0.474315,7,0.574468,0.024919,0.236239,0.001626,0.143708,0.881579,DOWN
6093,0.017831,2,0.957447,0.083133,0.469354,0.003467,0.422915,0.414912,UP
24946,0.464581,3,0.723404,0.117569,0.588218,0.007867,0.48783,0.547368,UP
37062,0.889784,4,0.12766,0.053861,0.315085,0.003041,0.418436,0.673684,UP
29727,0.867572,5,0.319149,0.028251,0.547307,0.001699,0.491196,0.749123,DOWN
25458,0.500111,7,0.382979,0.066711,0.422493,0.004553,0.326515,0.380702,UP
4560,0.013406,6,0.0,0.116909,0.592086,0.003467,0.422915,0.414912,UP
43103,0.907615,3,1.0,0.067011,0.447486,0.004553,0.515277,0.463596,DOWN
33421,0.880271,5,0.276596,0.041401,0.420708,0.002754,0.386328,0.407895,UP
19953,0.447679,4,0.702128,0.080791,0.730735,0.005546,0.703263,0.375877,UP
19367,0.447148,6,0.489362,0.061727,0.647873,0.004346,0.576385,0.342982,UP
15985,0.437945,6,0.021277,0.057554,0.355549,0.003467,0.422915,0.414912,UP
30226,0.868015,1,0.723404,0.030443,0.304225,0.000926,0.258156,0.792544,UP
17653,0.442503,5,0.787234,0.114177,0.613359,0.00759,0.627913,0.500526,UP
34401,0.881156,4,0.702128,0.029392,0.553704,0.001969,0.531072,0.583333,DOWN
35235,0.885049,1,0.06383,0.036868,0.267331,0.002437,0.377007,0.566228,DOWN
21084,0.451838,7,0.255319,0.033626,0.291134,0.002189,0.249871,0.702193,DOWN
44232,0.91173,6,0.510638,0.076018,0.553109,0.005071,0.612377,0.447368,UP
3531,0.00938,5,0.574468,0.041612,0.539274,0.003467,0.422915,0.414912,DOWN
14082,0.429937,1,0.382979,0.11802,0.64341,0.003467,0.422915,0.414912,UP
22513,0.456219,2,0.021277,0.030773,0.333532,0.002036,0.383221,0.717105,UP
36239,0.995443,7,1.0,0.095833,0.413567,0.006334,0.357328,0.676316,UP
31884,0.875802,1,0.255319,0.021466,0.139542,0.000837,0.152512,0.885526,DOWN
26324,0.468917,4,0.425532,0.050168,0.519935,0.003421,0.466339,0.286404,UP
12760,0.425645,1,0.851064,0.074427,0.327581,0.003467,0.422915,0.414912,UP
12205,0.425158,4,0.276596,0.058394,0.371913,0.003467,0.422915,0.414912,DOWN
27545,0.470023,1,0.87234,0.030113,0.305861,0.002038,0.249094,0.560088,UP
41226,0.902792,6,0.893617,0.035187,0.459685,0.002358,0.420766,0.482456,DOWN
19047,0.446839,6,0.829787,0.043653,0.526629,0.002995,0.495339,0.515351,UP
44623,0.912084,7,0.659574,0.043413,0.318804,0.002912,0.33014,0.531579,DOWN
4433,0.013274,3,0.361702,0.041732,0.569325,0.003467,0.422915,0.414912,DOWN
525,0.000442,5,0.957447,0.090759,0.464445,0.003467,0.422915,0.414912,DOWN
31700,0.872439,4,0.425532,0.043263,0.558316,0.002794,0.732522,0.307018,UP
7267,0.022034,6,0.404255,0.073256,0.394823,0.003467,0.422915,0.414912,UP
38419,0.89412,4,0.404255,0.099466,0.777001,0.006824,0.792077,0.291667,UP
14719,0.433698,7,0.659574,0.046535,0.293068,0.003467,0.422915,0.414912,DOWN
30542,0.871377,1,0.297872,0.027771,0.241892,0.001653,0.169083,0.744298,DOWN
29178,0.867041,7,0.893617,0.031134,0.30244,0.002106,0.167789,0.655702,UP
17114,0.438963,1,0.553191,0.054612,0.459982,0.003467,0.422915,0.414912,UP
30312,0.868103,3,0.510638,0.029602,0.590896,0.00193,0.554376,0.491228,DOWN
28384,0.473917,5,0.340426,0.032755,0.597441,0.002198,0.516054,0.487281,DOWN
20900,0.451661,3,0.425532,0.041732,0.719578,0.002757,0.706629,0.433772,DOWN
24121,0.460732,7,0.531915,0.035847,0.389616,0.00247,0.25479,0.336842,DOWN
41489,0.903057,5,0.361702,0.089138,0.55058,0.005982,0.625583,0.329825,UP
38301,0.893987,1,0.957447,0.071995,0.539869,0.003554,0.384516,0.765789,UP
39692,0.898323,2,0.93617,0.080101,0.622285,0.004682,0.458053,0.697807,UP
39603,0.898279,1,0.06383,0.051219,0.311217,0.003365,0.460383,0.547368,DOWN
10728,0.03137,1,0.510638,0.067371,0.582713,0.003467,0.422915,0.414912,UP
15371,0.434317,7,0.234043,0.046655,0.10845,0.003467,0.422915,0.414912,DOWN
39027,0.894695,3,0.06383,0.057494,0.466082,0.003783,0.506732,0.549561,DOWN
23441,0.460112,7,0.361702,0.030533,0.493008,0.002032,0.348265,0.525,UP
20347,0.45113,5,0.914894,0.040771,0.605772,0.00269,0.469705,0.557895,DOWN
31572,0.872307,1,0.765957,0.036027,0.407766,0.002075,0.239254,0.908333,UP
13109,0.429052,2,0.106383,0.072145,0.145939,0.003467,0.422915,0.414912,DOWN
37498,0.890182,6,0.212766,0.045064,0.312853,0.002854,0.388659,0.791228,DOWN
13207,0.42914,4,0.148936,0.055242,0.137459,0.003467,0.422915,0.414912,DOWN
21275,0.452015,4,0.234043,0.033205,0.358673,0.002231,0.306318,0.710526,DOWN
6206,0.017964,5,0.297872,0.082022,0.47709,0.003467,0.422915,0.414912,UP
27859,0.47343,1,0.404255,0.042843,0.383963,0.002912,0.231227,0.65614,UP
35559,0.885315,7,0.829787,0.087727,0.439453,0.005829,0.407561,0.592105,UP
2372,0.005221,2,0.425532,0.056323,0.634633,0.003467,0.422915,0.414912,DOWN
8536,0.023185,4,0.851064,0.056413,0.399732,0.003467,0.422915,0.414912,DOWN
31167,0.871953,7,0.319149,0.028642,0.405088,0.001724,0.305282,0.82807,DOWN
19571,0.447325,3,0.744681,0.090759,0.911485,0.006273,0.723718,0.411404,UP
6006,0.017787,1,0.12766,0.045244,0.162452,0.003467,0.422915,0.414912,DOWN
33927,0.880713,1,0.829787,0.031434,0.311514,0.00102,0.307613,0.787719,DOWN
27460,0.469979,7,0.085106,0.029152,0.161262,0.001992,0.248058,0.47807,DOWN
8770,0.026459,2,0.723404,0.074817,0.501785,0.003467,0.422915,0.414912,UP
44098,0.911597,3,0.723404,0.043563,0.472627,0.002902,0.51709,0.480263,DOWN
22280,0.455998,4,0.170213,0.031644,0.249926,0.002098,0.292853,0.811842,DOWN
35902,0.885625,7,0.978723,0.093521,0.432312,0.006157,0.395132,0.626316,UP
21735,0.455467,6,0.829787,0.089678,0.712883,0.006084,0.555412,0.527193,UP
12043,0.424981,7,0.914894,0.066981,0.272092,0.003467,0.422915,0.414912,UP
12460,0.425379,2,0.595745,0.119731,0.640732,0.003467,0.422915,0.414912,UP
23823,0.460466,1,0.319149,0.021827,0.235347,0.001261,0.143708,0.897368,DOWN
9799,0.027432,3,0.148936,0.051219,0.132252,0.003467,0.422915,0.414912,DOWN
30136,0.867926,6,0.851064,0.028552,0.50967,0.001651,0.368721,0.748684,DOWN
9673,0.0273,7,0.531915,0.059265,0.24576,0.003467,0.422915,0.414912,DOWN
14756,0.433742,1,0.425532,0.07866,0.536596,0.003467,0.422915,0.414912,UP
29292,0.867174,3,0.255319,0.033596,0.2892,0.002302,0.272139,0.315789,DOWN
42658,0.907216,1,0.723404,0.046205,0.284737,0.003097,0.375971,0.523684,DOWN
609,0.000531,7,0.702128,0.071664,0.349301,0.003467,0.422915,0.414912,DOWN
33649,0.880492,3,0.021277,0.038189,0.383963,0.002466,0.32755,0.613596,DOWN
717,0.000619,2,0.957447,0.13105,0.489289,0.003467,0.422915,0.414912,UP
15224,0.434184,4,0.170213,0.055993,0.190866,0.003467,0.422915,0.414912,DOWN
2956,0.008849,7,0.595745,0.041582,0.283249,0.003467,0.422915,0.414912,DOWN
19317,0.447104,5,0.446809,0.053621,0.651889,0.003731,0.609011,0.35307,UP
25777,0.465378,7,0.021277,0.031404,0.374293,0.002125,0.325738,0.654825,DOWN
18587,0.443387,4,0.234043,0.034856,0.244719,0.001917,0.257897,0.765789,DOWN
20295,0.451086,4,0.829787,0.057914,0.749033,0.003818,0.599171,0.496053,UP
8642,0.026371,7,0.042553,0.047526,0.139096,0.003467,0.422915,0.414912,DOWN
27915,0.473475,2,0.574468,0.027981,0.575573,0.001886,0.560849,0.386842,DOWN
6622,0.018318,6,0.978723,0.073226,0.385004,0.003467,0.422915,0.414912,UP
25561,0.465156,2,0.531915,0.05278,0.469949,0.003691,0.505438,0.118421,UP
34219,0.880979,7,0.914894,0.029002,0.292919,0.000868,0.301916,0.72193,UP
36926,0.889651,1,0.297872,0.020446,0.220321,0.001311,0.166494,0.775877,DOWN
18539,0.443343,3,0.234043,0.034676,0.248438,0.001855,0.268514,0.765789,DOWN
28348,0.473873,4,0.595745,0.055032,0.680899,0.003698,0.569394,0.564474,UP
18298,0.443122,5,0.212766,0.03918,0.20366,0.002557,0.208182,0.735526,DOWN
40035,0.898677,3,0.06383,0.077729,0.434692,0.005089,0.480062,0.625877,DOWN
29921,0.867749,2,0.361702,0.029122,0.582118,0.001894,0.510875,0.676316,DOWN
45028,0.912482,2,0.085106,0.038399,0.14936,0.002551,0.304505,0.546491,DOWN
40957,0.902571,1,0.276596,0.030593,0.152782,0.002054,0.171414,0.578947,DOWN
15774,0.434671,1,0.638298,0.045785,0.247545,0.003467,0.422915,0.414912,DOWN
30113,0.867926,6,0.361702,0.030323,0.675692,0.001913,0.528483,0.739912,UP
11084,0.03168,1,0.93617,0.058785,0.384558,0.003467,0.422915,0.414912,UP
11088,0.031724,2,0.0,0.055242,0.302737,0.003467,0.422915,0.414912,DOWN
44751,0.912216,3,0.319149,0.054912,0.501041,0.003776,0.562144,0.275,DOWN
29407,0.867263,5,0.659574,0.036238,0.480363,0.002462,0.460124,0.446053,UP
7979,0.022698,7,0.234043,0.06563,0.063672,0.003467,0.422915,0.414912,DOWN
41365,0.902925,2,0.787234,0.111445,0.626897,0.007603,0.659762,0.419737,UP
14860,0.43383,3,0.595745,0.055842,0.56144,0.003467,0.422915,0.414912,UP
3271,0.009159,7,0.148936,0.041431,0.173758,0.003467,0.422915,0.414912,DOWN
27476,0.469979,7,0.425532,0.030143,0.447486,0.002073,0.317452,0.528509,DOWN
38775,0.894429,4,0.829787,0.074817,0.763314,0.00511,0.671932,0.466667,UP
38334,0.894031,2,0.638298,0.077279,0.638054,0.005133,0.702486,0.499123,UP
25976,0.465555,4,0.170213,0.025159,0.161113,0.001695,0.157431,0.651754,DOWN
44590,0.912039,6,0.978723,0.081182,0.448825,0.005384,0.425427,0.482456,UP
43811,0.911331,4,0.744681,0.043803,0.438262,0.002981,0.516831,0.32193,DOWN
24194,0.46082,2,0.042553,0.030383,0.266736,0.002102,0.340756,0.210526,DOWN
35353,0.885138,3,0.531915,0.033776,0.501934,0.002368,0.562403,0.234211,DOWN
11415,0.03199,1,0.829787,0.058394,0.265546,0.003467,0.422915,0.414912,DOWN
17277,0.442193,4,0.957447,0.062267,0.458346,0.003467,0.422915,0.414912,DOWN
10970,0.031592,6,0.553191,0.056833,0.298869,0.003467,0.422915,0.414912,DOWN
2241,0.005088,6,0.702128,0.108292,0.475007,0.003467,0.422915,0.414912,UP
1528,0.004425,5,0.851064,0.050949,0.570217,0.003467,0.422915,0.414912,DOWN
11503,0.424494,3,0.659574,0.056923,0.167956,0.003467,0.422915,0.414912,DOWN
7232,0.02199,5,0.680851,0.048487,0.406873,0.003467,0.422915,0.414912,DOWN
6745,0.018451,2,0.531915,0.057644,0.483041,0.003467,0.422915,0.414912,DOWN
15677,0.434583,6,0.617021,0.047526,0.281315,0.003467,0.422915,0.414912,UP
30426,0.868192,5,0.893617,0.028011,0.455668,0.000841,0.341533,0.746491,DOWN
33270,0.877085,2,0.12766,0.028762,0.139988,0.001894,0.189539,0.575,DOWN
20905,0.451661,3,0.531915,0.033626,0.599375,0.00225,0.70378,0.367544,DOWN
22174,0.455865,1,0.978723,0.03927,0.487355,0.002254,0.399016,0.666667,UP
28365,0.473873,4,0.957447,0.028522,0.46742,0.001882,0.295961,0.788158,DOWN
25181,0.473563,1,0.617021,0.02624,0.27105,0.001762,0.163646,0.623246,DOWN
41208,0.902792,6,0.510638,0.087697,0.530794,0.005683,0.557224,0.585526,UP
20822,0.451573,1,0.808511,0.042783,0.749033,0.002707,0.476178,0.758772,UP
10995,0.031636,7,0.06383,0.051909,0.086433,0.003467,0.422915,0.414912,DOWN
31073,0.871864,5,0.361702,0.031914,0.63374,0.002092,0.632315,0.491228,DOWN
40786,0.871731,4,0.723404,0.044284,0.486165,0.002958,0.554376,0.554386,DOWN
44372,0.911862,2,0.425532,0.050288,0.537638,0.003363,0.562144,0.425,UP
2521,0.005354,5,0.531915,0.088297,0.539423,0.003467,0.422915,0.414912,UP
39337,0.898013,2,0.531915,0.076408,0.627789,0.00505,0.613154,0.525439,UP
44202,0.911685,5,0.893617,0.043203,0.396311,0.002877,0.398239,0.475439,DOWN
14322,0.433344,6,0.382979,0.051849,0.407319,0.003467,0.422915,0.414912,DOWN
34743,0.881465,4,0.829787,0.028822,0.50848,0.001996,0.585707,0.337281,DOWN
2689,0.008628,2,0.021277,0.089798,0.517852,0.003467,0.422915,0.414912,UP
31567,0.872307,1,0.659574,0.033325,0.396906,0.002075,0.257639,0.895175,UP
17565,0.442414,3,0.957447,0.055602,0.436924,0.003828,0.368203,0.500526,DOWN
6884,0.018583,5,0.425532,0.054281,0.528265,0.003467,0.422915,0.414912,DOWN
36781,0.889518,5,0.276596,0.059085,0.500893,0.004003,0.508286,0.454386,UP
23304,0.45998,4,0.510638,0.030443,0.495537,0.002092,0.477991,0.328509,DOWN
44548,0.912039,6,0.085106,0.044884,0.214519,0.003008,0.333247,0.559211,DOWN
40073,0.898677,3,0.87234,0.081752,0.645492,0.005405,0.555671,0.455263,UP
5896,0.017654,5,0.851064,0.057314,0.512199,0.003467,0.422915,0.414912,DOWN
11591,0.424583,5,0.489362,0.074817,0.41089,0.003467,0.422915,0.414912,UP
18091,0.442901,7,0.914894,0.046055,0.342755,0.003108,0.28405,0.537281,DOWN
14295,0.430114,5,0.829787,0.053621,0.385897,0.003467,0.422915,0.414912,DOWN
33377,0.880227,4,0.361702,0.034826,0.516067,0.00241,0.523822,0.290351,DOWN
22743,0.456396,6,0.829787,0.037198,0.567539,0.002524,0.517866,0.370614,UP
24524,0.461086,1,0.93617,0.03918,0.359863,0.002682,0.27188,0.353947,UP
32601,0.876466,2,0.191489,0.029753,0.220173,0.001406,0.249094,0.857018,UP
45220,0.915756,6,0.085106,0.044974,0.206337,0.00291,0.329622,0.459649,DOWN
36101,0.986594,5,0.106383,0.043113,0.327432,0.002761,0.383221,0.798684,DOWN
19497,0.447281,2,0.191489,0.01279,0.212586,0.000833,0.209995,0.611842,DOWN
5891,0.017654,5,0.744681,0.057314,0.525588,0.003467,0.422915,0.414912,DOWN
24855,0.464493,1,0.829787,0.032064,0.344838,0.002177,0.382703,0.491228,UP
